samplenr	I	II	V1	V2	V3	V4	V5	V6	measurement
0	-22.5	-101.25	56.25	-11.25	-101.25	-101.25	-116.25	-75
1	-37.5	-97.5	48.75	-26.25	-112.5	-116.25	-135	-90
2	-48.75	-97.5	45	-30	-120	-127.5	-146.25	-97.5
3	-67.5	-82.5	60	-15	-97.5	-101.25	-123.75	-78.75
4	-120	-71.25	67.5	-7.5	-86.25	-86.25	-108.75	-71.25
5	-135	-45	63.75	-11.25	-86.25	-82.5	-108.75	-71.25
6	-97.5	-18.75	48.75	-18.75	-101.25	-93.75	-120	-78.75
7	-71.25	-18.75	41.25	-26.25	-108.75	-105	-131.25	-86.25
8	-30	-26.25	30	-37.5	-120	-123.75	-150	-101.25
9	26.25	-56.25	22.5	-48.75	-135	-146.25	-165	-108.75
10	26.25	-108.75	26.25	-48.75	-138.75	-150	-165	-105
11	-18.75	-138.75	26.25	-52.5	-146.25	-153.75	-168.75	-116.25
12	-30	-112.5	33.75	-45	-138.75	-142.5	-157.5	-108.75
13	-18.75	-82.5	37.5	-41.25	-131.25	-135	-146.25	-90
14	-52.5	-97.5	26.25	-52.5	-142.5	-138.75	-153.75	-97.5
15	-131.25	-135	18.75	-60	-146.25	-150	-165	-116.25
16	-195	-138.75	30	-52.5	-142.5	-138.75	-157.5	-112.5
17	-165	-67.5	33.75	-45	-131.25	-120	-146.25	-97.5
18	-78.75	0	45	-26.25	-108.75	-101.25	-123.75	-75
19	-11.25	18.75	60	-15	-97.5	-90	-116.25	-63.75
20	22.5	7.5	56.25	-22.5	-105	-97.5	-127.5	-71.25
21	52.5	-33.75	26.25	-52.5	-138.75	-135	-157.5	-93.75
22	52.5	-75	18.75	-60	-153.75	-153.75	-168.75	-105
23	7.5	-90	33.75	-52.5	-146.25	-142.5	-161.25	-97.5
24	-33.75	-116.25	30	-60	-150	-150	-165	-101.25
25	-45	-120	30	-60	-150	-146.25	-165	-101.25
26	-45	-120	37.5	-52.5	-142.5	-138.75	-157.5	-97.5
27	-71.25	-131.25	45	-48.75	-138.75	-131.25	-153.75	-93.75
28	-135	-123.75	52.5	-45	-135	-120	-146.25	-90
29	-172.5	-112.5	52.5	-48.75	-138.75	-120	-146.25	-90
30	-127.5	-78.75	48.75	-52.5	-138.75	-120	-146.25	-86.25
31	-78.75	-22.5	41.25	-52.5	-131.25	-116.25	-142.5	-78.75
32	-41.25	7.5	30	-56.25	-138.75	-127.5	-153.75	-86.25
33	-18.75	-60	7.5	-82.5	-172.5	-168.75	-191.25	-120
34	-7.5	-127.5	0	-101.25	-191.25	-187.5	-206.25	-142.5
35	3.75	-120	22.5	-78.75	-172.5	-165	-183.75	-120
