samplenr,I,II,V1,V2,V3,V4,V5,V6,measurement
79,-210,191.25,-967.5,-1286.25,-596.25,-210,-3.75,131.25,-327.9166666666667
80,-183.75,116.25,-896.25,-1166.25,-570,-258.75,-101.25,18.75,-337.9166666666667
81,-127.5,63.75,-832.5,-1016.25,-483.75,-243.75,-142.5,-48.75,-314.5833333333333
82,-93.75,45,-761.25,-873.75,-405,-213.75,-135,-63.75,-277.9166666666667
83,-3.75,67.5,-690,-765,-356.25,-180,-112.5,-48.75,-232.08333333333334
84,67.5,45,-615,-675,-330,-168.75,-97.5,-33.75,-200.83333333333334
85,3.75,-52.5,-525,-566.25,-285,-142.5,-78.75,-26.25,-185.83333333333334
86,-41.25,-82.5,-431.25,-438.75,-213.75,-93.75,-41.25,0,-149.16666666666666
87,-11.25,-37.5,-352.5,-322.5,-138.75,-45,0,33.75,-97.08333333333333
88,15,-7.5,-292.5,-240,-86.25,-15,22.5,52.5,-61.25
89,22.5,22.5,-240,-187.5,-67.5,-11.25,18.75,41.25,-44.583333333333336
90,-15,33.75,-195,-146.25,-52.5,-15,7.5,26.25,-39.583333333333336
91,-52.5,22.5,-150,-112.5,-45,-7.5,3.75,18.75,-35.833333333333336
92,0,48.75,-120,-97.5,-52.5,-15,-7.5,11.25,-25.833333333333332
93,56.25,78.75,-101.25,-82.5,-48.75,-18.75,-11.25,7.5,-13.333333333333334
94,78.75,75,-82.5,-52.5,-26.25,-15,-11.25,11.25,-2.5
95,135,18.75,-71.25,-33.75,-26.25,-30,-26.25,3.75,-3.3333333333333335
96,172.5,-56.25,-67.5,-33.75,-41.25,-48.75,-37.5,-7.5,-13.333333333333334
97,105,-120,-41.25,-18.75,-41.25,-52.5,-37.5,-7.5,-23.75
98,41.25,-165,-48.75,-33.75,-67.5,-75,-60,-33.75,-49.166666666666664
99,56.25,-138.75,-37.5,-30,-67.5,-86.25,-71.25,-41.25,-46.25
100,48.75,-112.5,-22.5,-22.5,-63.75,-82.5,-71.25,-41.25,-40.833333333333336
101,22.5,-112.5,-26.25,-26.25,-71.25,-86.25,-75,-41.25,-46.25
102,11.25,-90,-18.75,-18.75,-67.5,-75,-67.5,-33.75,-40.0
103,-11.25,-56.25,-18.75,-11.25,-60,-67.5,-67.5,-41.25,-37.083333333333336
104,3.75,-18.75,-22.5,0,-56.25,-75,-78.75,-48.75,-32.916666666666664
105,56.25,3.75,-33.75,-18.75,-71.25,-97.5,-97.5,-63.75,-35.833333333333336
106,82.5,0,-45,-33.75,-90,-112.5,-112.5,-78.75,-43.333333333333336
107,112.5,-45,-45,-30,-97.5,-116.25,-112.5,-75,-45.416666666666664
108,142.5,-120,-37.5,-22.5,-86.25,-108.75,-101.25,-63.75,-44.166666666666664
109,108.75,-165,-11.25,-3.75,-71.25,-93.75,-86.25,-48.75,-41.25
110,78.75,-150,11.25,15,-67.5,-82.5,-67.5,-30,-32.5
111,71.25,-131.25,11.25,15,-67.5,-82.5,-75,-30,-32.083333333333336
112,71.25,-127.5,-11.25,7.5,-75,-101.25,-93.75,-52.5,-42.5
113,56.25,-123.75,-18.75,22.5,-60,-93.75,-86.25,-48.75,-39.166666666666664
114,11.25,-123.75,0,41.25,-41.25,-75,-71.25,-41.25,-33.333333333333336
115,0,-90,11.25,41.25,-45,-75,-75,-45,-30.833333333333332
116,56.25,-30,11.25,33.75,-48.75,-75,-82.5,-48.75,-20.416666666666668
117,112.5,0,-11.25,18.75,-56.25,-82.5,-93.75,-60,-19.166666666666668
118,120,18.75,-22.5,18.75,-63.75,-97.5,-101.25,-63.75,-21.25
119,135,-15,-45,-3.75,-90,-123.75,-123.75,-78.75,-38.333333333333336
120,153.75,-82.5,-56.25,-30,-112.5,-138.75,-135,-86.25,-54.166666666666664
121,112.5,-123.75,-33.75,-33.75,-112.5,-127.5,-120,-71.25,-56.666666666666664
122,71.25,-142.5,-15,3.75,-82.5,-105,-101.25,-56.25,-47.5
123,105,-138.75,-3.75,22.5,-67.5,-90,-82.5,-45,-33.333333333333336
124,120,-127.5,7.5,22.5,-67.5,-78.75,-67.5,-26.25,-24.166666666666668
125,86.25,-131.25,11.25,37.5,-48.75,-67.5,-56.25,-18.75,-20.833333333333332
126,56.25,-105,15,63.75,-22.5,-48.75,-45,-15,-11.25
127,37.5,-45,15,67.5,-22.5,-48.75,-48.75,-18.75,-7.083333333333333
128,63.75,18.75,11.25,71.25,-18.75,-56.25,-60,-26.25,0.4166666666666667
129,93.75,18.75,0,60,-26.25,-60,-63.75,-26.25,-0.4166666666666667
130,90,-18.75,7.5,67.5,-22.5,-52.5,-48.75,-7.5,1.6666666666666667
131,127.5,-45,-3.75,67.5,-22.5,-52.5,-52.5,-11.25,0.8333333333333334
132,161.25,-78.75,-11.25,60,-30,-63.75,-63.75,-26.25,-5.833333333333333
133,131.25,-105,7.5,78.75,-15,-48.75,-48.75,-15,-1.6666666666666667
134,101.25,-97.5,22.5,93.75,-3.75,-37.5,-33.75,0,5.0
135,105,-86.25,18.75,82.5,-15,-45,-41.25,-7.5,1.25
136,135,-67.5,15,78.75,-18.75,-52.5,-45,-3.75,4.583333333333333
137,135,-45,15,78.75,-15,-48.75,-45,-7.5,7.5
138,93.75,-18.75,22.5,78.75,-22.5,-48.75,-48.75,-11.25,5.0
139,67.5,3.75,22.5,86.25,-11.25,-37.5,-33.75,7.5,11.666666666666666
140,82.5,22.5,15,90,0,-22.5,-26.25,11.25,19.166666666666668
141,116.25,33.75,3.75,93.75,7.5,-26.25,-33.75,0,21.666666666666668
142,135,3.75,-11.25,90,-3.75,-41.25,-52.5,-18.75,11.25
143,168.75,-33.75,-18.75,82.5,-11.25,-52.5,-63.75,-26.25,5.0
144,198.75,-75,-7.5,93.75,-3.75,-41.25,-48.75,-11.25,11.666666666666666
145,161.25,-105,3.75,105,7.5,-30,-30,3.75,12.916666666666666
146,120,-82.5,7.5,105,7.5,-30,-30,3.75,11.25
147,123.75,-56.25,0,101.25,3.75,-33.75,-37.5,-7.5,10.416666666666666
148,142.5,-48.75,0,112.5,15,-22.5,-26.25,0,19.166666666666668
149,131.25,-33.75,11.25,116.25,22.5,-7.5,-11.25,15,27.083333333333332
150,120,7.5,15,127.5,30,0,-3.75,22.5,35.416666666666664
151,123.75,33.75,15,138.75,45,11.25,3.75,30,44.583333333333336
152,123.75,11.25,11.25,135,41.25,11.25,3.75,30,40.833333333333336
153,120,-7.5,11.25,127.5,22.5,0,-3.75,22.5,32.5
154,142.5,7.5,3.75,131.25,30,0,-7.5,26.25,37.083333333333336
155,206.25,7.5,-11.25,131.25,30,-7.5,-15,22.5,40.416666666666664
156,255,11.25,-11.25,120,22.5,-15,-22.5,22.5,42.5
157,221.25,0,-7.5,108.75,11.25,-18.75,-18.75,22.5,35.416666666666664
158,198.75,-22.5,0,135,33.75,-3.75,-3.75,30,40.833333333333336
159,243.75,-15,15,161.25,60,18.75,18.75,48.75,61.25
160,251.25,-18.75,30,168.75,75,45,41.25,63.75,72.91666666666667
161,202.5,-26.25,22.5,168.75,75,41.25,37.5,60,64.58333333333333
162,142.5,18.75,22.5,168.75,75,41.25,37.5,56.25,62.5
163,112.5,63.75,22.5,172.5,82.5,48.75,45,60,67.5
164,142.5,101.25,22.5,191.25,93.75,63.75,56.25,75,82.91666666666667
165,195,116.25,33.75,206.25,108.75,71.25,67.5,90,98.75
166,191.25,56.25,22.5,191.25,93.75,56.25,52.5,78.75,82.5
167,228.75,11.25,11.25,165,63.75,37.5,33.75,67.5,68.75
168,273.75,-7.5,15,161.25,60,33.75,37.5,67.5,71.25
169,232.5,-22.5,22.5,183.75,86.25,45,48.75,75,74.58333333333333
170,206.25,-18.75,37.5,202.5,105,56.25,56.25,82.5,80.83333333333333
171,225,0,37.5,206.25,97.5,60,56.25,86.25,85.41666666666667
172,228.75,11.25,26.25,206.25,97.5,60,60,86.25,86.25
173,202.5,11.25,30,210,97.5,56.25,63.75,86.25,84.16666666666667
174,180,30,48.75,221.25,112.5,75,78.75,101.25,94.16666666666667
175,168.75,67.5,52.5,228.75,123.75,90,93.75,112.5,104.16666666666667
176,191.25,90,41.25,221.25,116.25,82.5,82.5,101.25,102.91666666666667
177,228.75,86.25,22.5,210,105,75,71.25,90,98.75
178,225,52.5,18.75,210,105,71.25,67.5,90,93.33333333333333
179,262.5,41.25,11.25,198.75,86.25,48.75,48.75,78.75,86.25
180,307.5,75,0,180,67.5,33.75,41.25,71.25,86.25
181,285,101.25,11.25,187.5,71.25,41.25,56.25,82.5,92.91666666666667
182,266.25,93.75,26.25,202.5,82.5,52.5,63.75,93.75,97.91666666666667
183,273.75,75,26.25,202.5,78.75,48.75,60,86.25,94.58333333333333
184,266.25,26.25,15,187.5,63.75,37.5,45,67.5,78.75
185,247.5,-15,30,187.5,60,45,56.25,78.75,76.66666666666667
186,232.5,7.5,52.5,195,67.5,60,71.25,90,86.25
187,225,90,56.25,221.25,97.5,75,78.75,101.25,105.0
188,232.5,142.5,37.5,210,93.75,67.5,67.5,93.75,105.0
189,243.75,138.75,26.25,191.25,71.25,52.5,52.5,86.25,95.83333333333333
190,255,120,22.5,176.25,56.25,41.25,45,78.75,88.33333333333333
191,318.75,101.25,15,165,37.5,33.75,45,78.75,88.33333333333333
192,375,71.25,26.25,180,45,30,45,86.25,95.41666666666667
193,326.25,22.5,33.75,187.5,52.5,26.25,37.5,78.75,85.0
194,251.25,-11.25,41.25,176.25,41.25,18.75,33.75,71.25,69.16666666666667
195,247.5,3.75,52.5,176.25,33.75,22.5,41.25,78.75,72.91666666666667
196,247.5,3.75,60,183.75,41.25,26.25,48.75,86.25,77.5
197,210,-26.25,60,183.75,41.25,22.5,41.25,78.75,67.91666666666667
198,165,-15,67.5,180,41.25,26.25,45,82.5,65.83333333333333
199,157.5,37.5,75,183.75,48.75,37.5,52.5,86.25,75.41666666666667
200,191.25,60,63.75,172.5,37.5,26.25,37.5,75,73.75
201,225,45,60,161.25,26.25,7.5,18.75,63.75,67.5
202,240,60,67.5,165,22.5,3.75,11.25,60,70.0
203,285,75,41.25,138.75,-3.75,-26.25,-15,33.75,58.75
204,315,37.5,26.25,112.5,-26.25,-52.5,-37.5,15,43.333333333333336
205,255,-3.75,37.5,116.25,-30,-52.5,-33.75,18.75,34.166666666666664
206,202.5,-3.75,52.5,123.75,-22.5,-48.75,-26.25,26.25,33.75
207,225,30,60,123.75,-22.5,-52.5,-30,18.75,39.166666666666664
208,228.75,56.25,56.25,112.5,-33.75,-60,-45,3.75,35.416666666666664
209,183.75,52.5,48.75,90,-45,-71.25,-56.25,-11.25,21.25
210,135,30,63.75,97.5,-30,-52.5,-41.25,0,22.5
211,108.75,7.5,71.25,97.5,-33.75,-48.75,-33.75,3.75,19.166666666666668
212,116.25,3.75,71.25,93.75,-41.25,-56.25,-41.25,0,16.25
213,127.5,3.75,52.5,90,-37.5,-60,-48.75,-7.5,13.333333333333334
214,146.25,0,48.75,75,-48.75,-75,-60,-18.75,7.5
215,198.75,-18.75,41.25,56.25,-71.25,-97.5,-82.5,-33.75,-0.8333333333333334
216,225,-56.25,26.25,33.75,-93.75,-123.75,-105,-52.5,-16.25
217,191.25,-75,33.75,33.75,-93.75,-120,-97.5,-45,-19.166666666666668
218,142.5,-67.5,45,26.25,-93.75,-116.25,-90,-37.5,-21.25
219,131.25,-60,45,26.25,-93.75,-116.25,-90,-41.25,-22.083333333333332
220,161.25,-45,45,33.75,-90,-116.25,-90,-41.25,-15.833333333333334
221,131.25,-41.25,45,18.75,-101.25,-123.75,-93.75,-48.75,-23.75
222,67.5,-37.5,45,15,-97.5,-116.25,-90,-45,-28.75
223,60,-7.5,45,22.5,-86.25,-101.25,-82.5,-37.5,-20.833333333333332
224,90,0,41.25,15,-86.25,-105,-93.75,-48.75,-20.833333333333332
225,97.5,-48.75,33.75,11.25,-93.75,-116.25,-105,-56.25,-30.833333333333332
226,105,-71.25,30,7.5,-93.75,-116.25,-105,-52.5,-32.916666666666664
227,146.25,-75,30,-3.75,-101.25,-123.75,-108.75,-56.25,-32.5
228,191.25,-123.75,18.75,-18.75,-120,-146.25,-127.5,-71.25,-44.166666666666664
229,153.75,-165,18.75,-26.25,-127.5,-157.5,-131.25,-82.5,-57.5
230,112.5,-153.75,30,-26.25,-127.5,-150,-123.75,-75,-57.083333333333336
231,123.75,-123.75,37.5,-18.75,-120,-142.5,-116.25,-67.5,-47.5
232,116.25,-112.5,26.25,-33.75,-131.25,-153.75,-127.5,-78.75,-55.0
233,82.5,-97.5,7.5,-48.75,-150,-168.75,-142.5,-93.75,-67.91666666666667
234,48.75,-71.25,7.5,-60,-153.75,-168.75,-142.5,-101.25,-71.25
235,22.5,-60,11.25,-63.75,-153.75,-165,-138.75,-97.5,-71.66666666666667
236,26.25,-78.75,3.75,-71.25,-161.25,-168.75,-146.25,-101.25,-77.5
237,52.5,-93.75,15,-56.25,-146.25,-157.5,-138.75,-90,-68.33333333333333
238,78.75,-105,26.25,-41.25,-123.75,-142.5,-123.75,-75,-56.25
239,116.25,-165,7.5,-67.5,-150,-168.75,-146.25,-90,-73.75
240,146.25,-206.25,-11.25,-90,-172.5,-191.25,-165,-112.5,-89.16666666666667
241,123.75,-180,-7.5,-86.25,-172.5,-195,-165,-112.5,-88.33333333333333
242,78.75,-150,7.5,-75,-161.25,-180,-150,-97.5,-80.83333333333333
243,56.25,-153.75,3.75,-75,-165,-183.75,-153.75,-101.25,-85.83333333333333
244,67.5,-131.25,-3.75,-82.5,-172.5,-191.25,-165,-112.5,-87.91666666666667
245,63.75,-90,0,-82.5,-172.5,-187.5,-161.25,-108.75,-82.08333333333333
246,11.25,-82.5,-3.75,-86.25,-168.75,-183.75,-157.5,-112.5,-87.08333333333333
247,0,-63.75,-15,-93.75,-172.5,-183.75,-161.25,-116.25,-89.58333333333333
248,26.25,-41.25,-15,-93.75,-168.75,-180,-161.25,-112.5,-82.91666666666667
249,18.75,-82.5,-18.75,-93.75,-168.75,-183.75,-165,-112.5,-89.58333333333333
250,3.75,-146.25,-18.75,-93.75,-172.5,-187.5,-165,-108.75,-98.75
251,75,-150,-30,-101.25,-183.75,-198.75,-172.5,-112.5,-97.08333333333333
252,168.75,-131.25,-33.75,-101.25,-183.75,-202.5,-176.25,-116.25,-86.25
253,142.5,-127.5,-18.75,-93.75,-172.5,-195,-168.75,-108.75,-82.5
254,75,-138.75,-11.25,-93.75,-172.5,-187.5,-157.5,-101.25,-87.5
255,78.75,-150,-15,-93.75,-176.25,-187.5,-157.5,-101.25,-89.16666666666667
256,82.5,-153.75,-18.75,-101.25,-183.75,-195,-165,-108.75,-93.75
257,56.25,-153.75,-11.25,-105,-176.25,-187.5,-157.5,-105,-93.33333333333333
258,30,-157.5,-3.75,-93.75,-165,-172.5,-142.5,-93.75,-88.75
259,22.5,-131.25,-3.75,-90,-153.75,-165,-135,-86.25,-82.5
260,48.75,-78.75,-3.75,-78.75,-150,-161.25,-138.75,-90,-72.5
261,63.75,-60,-22.5,-90,-157.5,-172.5,-157.5,-105,-77.91666666666667
262,78.75,-52.5,-18.75,-90,-153.75,-172.5,-153.75,-101.25,-73.75
263,116.25,-82.5,-22.5,-97.5,-168.75,-180,-157.5,-101.25,-77.08333333333333
264,142.5,-138.75,-33.75,-116.25,-191.25,-198.75,-176.25,-112.5,-91.66666666666667
265,108.75,-161.25,-30,-105,-176.25,-191.25,-165,-108.75,-92.08333333333333
266,63.75,-165,-26.25,-93.75,-161.25,-180,-153.75,-101.25,-90.83333333333333
267,60,-165,-15,-82.5,-153.75,-172.5,-146.25,-93.75,-85.41666666666667
268,78.75,-150,-18.75,-90,-157.5,-176.25,-153.75,-101.25,-85.41666666666667
269,71.25,-131.25,-26.25,-97.5,-165,-183.75,-161.25,-116.25,-90.0
270,26.25,-116.25,-26.25,-105,-180,-187.5,-168.75,-120,-97.5
271,11.25,-63.75,-18.75,-101.25,-176.25,-180,-157.5,-108.75,-88.33333333333333
272,48.75,-3.75,-30,-86.25,-153.75,-168.75,-153.75,-101.25,-72.08333333333333
273,86.25,15,-33.75,-93.75,-157.5,-176.25,-165,-112.5,-70.83333333333333
274,86.25,-7.5,-37.5,-108.75,-172.5,-191.25,-176.25,-120,-80.83333333333333
275,97.5,-60,-41.25,-105,-168.75,-191.25,-176.25,-116.25,-84.58333333333333
276,127.5,-116.25,-48.75,-108.75,-172.5,-195,-176.25,-120,-90.0
277,101.25,-165,-30,-97.5,-165,-183.75,-161.25,-108.75,-90.0
278,67.5,-187.5,-7.5,-71.25,-142.5,-161.25,-138.75,-93.75,-81.66666666666667
279,86.25,-191.25,3.75,-63.75,-127.5,-150,-127.5,-82.5,-72.5
280,108.75,-180,3.75,-63.75,-123.75,-146.25,-123.75,-82.5,-67.5
281,101.25,-135,0,-63.75,-127.5,-146.25,-123.75,-78.75,-63.75
282,37.5,-105,3.75,-63.75,-131.25,-142.5,-123.75,-75,-66.66666666666667
283,7.5,-86.25,7.5,-56.25,-120,-131.25,-112.5,-71.25,-62.5
284,33.75,-78.75,0,-60,-120,-138.75,-123.75,-86.25,-63.75
285,52.5,-90,-11.25,-75,-135,-150,-135,-97.5,-71.25
286,63.75,-90,-18.75,-86.25,-138.75,-157.5,-142.5,-97.5,-74.16666666666667
287,127.5,-60,-41.25,-101.25,-153.75,-172.5,-153.75,-105,-73.33333333333333
288,180,-67.5,-52.5,-108.75,-165,-187.5,-165,-112.5,-75.41666666666667
289,131.25,-93.75,-41.25,-101.25,-161.25,-180,-153.75,-97.5,-77.5
290,97.5,-71.25,-26.25,-86.25,-142.5,-161.25,-135,-82.5,-67.5
291,105,-78.75,-11.25,-78.75,-135,-153.75,-127.5,-82.5,-62.5
292,82.5,-135,-3.75,-75,-135,-153.75,-131.25,-90,-71.25
293,45,-172.5,-3.75,-78.75,-135,-153.75,-135,-93.75,-80.83333333333333
294,30,-165,3.75,-63.75,-120,-142.5,-123.75,-82.5,-73.75
295,41.25,-127.5,15,-48.75,-105,-123.75,-108.75,-67.5,-58.333333333333336
296,60,-86.25,11.25,-56.25,-112.5,-131.25,-120,-75,-56.666666666666664
297,86.25,-52.5,-15,-71.25,-123.75,-150,-138.75,-93.75,-62.083333333333336
298,93.75,-48.75,-30,-86.25,-142.5,-165,-150,-101.25,-70.0
299,127.5,-75,-41.25,-101.25,-157.5,-176.25,-157.5,-101.25,-75.83333333333333
300,168.75,-112.5,-48.75,-105,-157.5,-180,-153.75,-101.25,-76.66666666666667
301,120,-157.5,-33.75,-90,-146.25,-168.75,-138.75,-90,-78.33333333333333
302,86.25,-146.25,-18.75,-78.75,-131.25,-153.75,-123.75,-78.75,-71.66666666666667
303,108.75,-90,-11.25,-71.25,-120,-142.5,-123.75,-78.75,-58.75
304,112.5,-82.5,-15,-78.75,-131.25,-157.5,-142.5,-93.75,-65.41666666666667
305,101.25,-78.75,-18.75,-86.25,-142.5,-165,-146.25,-97.5,-70.41666666666667
306,52.5,-63.75,-18.75,-86.25,-135,-150,-131.25,-86.25,-68.75
307,15,-52.5,-18.75,-90,-142.5,-153.75,-135,-93.75,-74.58333333333333
308,33.75,-45,-26.25,-93.75,-142.5,-153.75,-142.5,-101.25,-74.58333333333333
309,71.25,-71.25,-26.25,-75,-123.75,-135,-127.5,-82.5,-63.333333333333336
310,90,-112.5,-22.5,-82.5,-131.25,-138.75,-127.5,-78.75,-67.08333333333333
311,123.75,-135,-37.5,-97.5,-150,-157.5,-142.5,-90,-76.25
312,165,-150,-41.25,-97.5,-146.25,-165,-146.25,-90,-74.58333333333333
313,142.5,-165,-33.75,-97.5,-150,-172.5,-153.75,-97.5,-80.83333333333333
314,86.25,-168.75,-26.25,-101.25,-153.75,-168.75,-150,-97.5,-86.66666666666667
315,82.5,-142.5,-18.75,-93.75,-146.25,-157.5,-135,-86.25,-77.5
316,108.75,-101.25,-22.5,-86.25,-138.75,-153.75,-127.5,-82.5,-67.08333333333333
317,112.5,-78.75,-26.25,-93.75,-142.5,-157.5,-135,-82.5,-67.08333333333333
318,67.5,-82.5,-18.75,-90,-142.5,-157.5,-135,-86.25,-71.66666666666667
319,30,-75,-18.75,-97.5,-150,-168.75,-146.25,-97.5,-80.41666666666667
320,37.5,-52.5,-33.75,-112.5,-165,-176.25,-157.5,-105,-85.0
321,67.5,-37.5,-56.25,-123.75,-172.5,-183.75,-168.75,-116.25,-87.91666666666667
322,90,-56.25,-60,-127.5,-168.75,-187.5,-172.5,-123.75,-89.58333333333333
323,135,-82.5,-63.75,-131.25,-176.25,-198.75,-187.5,-131.25,-92.91666666666667
324,191.25,-97.5,-67.5,-138.75,-187.5,-213.75,-195,-135,-93.75
325,176.25,-116.25,-48.75,-127.5,-172.5,-198.75,-176.25,-116.25,-86.66666666666667
326,105,-116.25,-30,-105,-157.5,-183.75,-161.25,-105,-83.75
