samplenr,I,II,V1,V2,V3,V4,V5,V6,measurement
175,30,108.75,-172.5,-112.5,0,48.75,18.75,-41.25,-13.333333333333334
176,37.5,78.75,-131.25,-75,11.25,52.5,18.75,-41.25,-5.416666666666667
177,33.75,52.5,-108.75,-60,11.25,48.75,11.25,-45,-6.25
178,11.25,41.25,-75,-30,22.5,48.75,15,-45,-1.25
179,-52.5,18.75,-45,-3.75,33.75,52.5,15,-48.75,-3.3333333333333335
180,-97.5,-18.75,-26.25,11.25,33.75,52.5,7.5,-56.25,-10.416666666666666
181,-71.25,15,-26.25,11.25,26.25,37.5,-11.25,-71.25,-10.0
182,-37.5,75,-41.25,-3.75,0,7.5,-41.25,-97.5,-15.416666666666666
183,-22.5,75,-33.75,3.75,0,3.75,-48.75,-97.5,-13.333333333333334
184,33.75,52.5,-30,15,0,0,-45,-90,-7.083333333333333
185,71.25,11.25,-26.25,18.75,0,-7.5,-52.5,-90,-8.333333333333334
186,37.5,-41.25,-15,26.25,-3.75,-11.25,-56.25,-101.25,-18.333333333333332
187,15,-37.5,-11.25,26.25,-7.5,-22.5,-67.5,-112.5,-24.166666666666668
188,18.75,-7.5,-11.25,26.25,-15,-26.25,-71.25,-116.25,-22.5
189,26.25,0,-7.5,26.25,-15,-26.25,-71.25,-112.5,-20.0
190,7.5,-11.25,0,33.75,-11.25,-22.5,-63.75,-108.75,-19.583333333333332
191,-37.5,-15,7.5,41.25,-3.75,-15,-63.75,-108.75,-21.666666666666668
192,-48.75,11.25,18.75,60,11.25,0,-52.5,-97.5,-10.833333333333334
193,-22.5,33.75,22.5,67.5,18.75,7.5,-45,-90,-0.8333333333333334
194,-3.75,41.25,11.25,60,11.25,-3.75,-52.5,-97.5,-3.75
195,26.25,30,3.75,56.25,3.75,-11.25,-63.75,-105,-6.666666666666667
196,63.75,-7.5,3.75,56.25,0,-15,-63.75,-105,-7.5
197,67.5,-48.75,3.75,56.25,0,-22.5,-63.75,-105,-12.5
198,48.75,-75,7.5,60,-3.75,-18.75,-60,-101.25,-15.833333333333334
199,26.25,-82.5,26.25,75,11.25,-7.5,-52.5,-90,-10.416666666666666
200,11.25,-75,41.25,90,22.5,3.75,-41.25,-82.5,-3.3333333333333335
201,26.25,-45,45,93.75,30,7.5,-41.25,-82.5,3.75
202,15,-48.75,41.25,93.75,22.5,3.75,-48.75,-93.75,-1.6666666666666667
203,-22.5,-90,37.5,93.75,22.5,3.75,-48.75,-97.5,-11.25
204,-11.25,-90,48.75,108.75,41.25,26.25,-30,-75,2.0833333333333335
205,0,-41.25,52.5,116.25,52.5,37.5,-18.75,-67.5,14.583333333333334
206,0,30,33.75,101.25,37.5,18.75,-37.5,-86.25,10.833333333333334
207,15,67.5,15,86.25,22.5,3.75,-52.5,-97.5,6.666666666666667
208,48.75,60,7.5,86.25,15,0,-56.25,-97.5,7.083333333333333
209,52.5,18.75,15,90,18.75,0,-52.5,-97.5,5.0
210,26.25,-18.75,22.5,97.5,22.5,3.75,-45,-90,2.0833333333333335
211,37.5,-11.25,30,101.25,30,11.25,-37.5,-82.5,8.75
212,52.5,-3.75,26.25,105,30,11.25,-37.5,-82.5,11.25
213,56.25,3.75,22.5,105,30,11.25,-33.75,-82.5,12.5
214,37.5,22.5,22.5,105,33.75,15,-30,-82.5,13.75
215,-11.25,26.25,33.75,116.25,45,26.25,-26.25,-78.75,14.583333333333334
216,-48.75,15,45,131.25,63.75,41.25,-15,-71.25,17.916666666666668
217,-52.5,7.5,52.5,146.25,78.75,56.25,-3.75,-60,25.0
218,-11.25,11.25,60,161.25,90,67.5,7.5,-45,37.916666666666664
219,18.75,-7.5,60,165,90,67.5,11.25,-41.25,40.416666666666664
220,41.25,-30,63.75,172.5,97.5,71.25,15,-30,44.583333333333336
221,67.5,-45,60,168.75,90,63.75,11.25,-33.75,42.5
222,56.25,-60,63.75,172.5,93.75,63.75,11.25,-37.5,40.416666666666664
223,45,-48.75,67.5,176.25,97.5,71.25,15,-33.75,43.333333333333336
224,63.75,7.5,52.5,165,82.5,60,3.75,-52.5,42.5
225,60,-7.5,45,161.25,78.75,52.5,-7.5,-63.75,35.416666666666664
226,22.5,-86.25,63.75,183.75,101.25,75,11.25,-45,36.25
227,-15,-63.75,60,183.75,97.5,67.5,3.75,-60,30.416666666666668
228,-45,48.75,22.5,146.25,63.75,30,-37.5,-97.5,14.583333333333334
229,-33.75,131.25,7.5,135,60,26.25,-41.25,-101.25,20.416666666666668
230,30,195,22.5,161.25,82.5,56.25,-15,-75,50.833333333333336
231,75,198.75,30,180,101.25,71.25,3.75,-52.5,67.5
232,105,93.75,52.5,202.5,123.75,97.5,33.75,-22.5,76.25
233,108.75,-30,75,232.5,150,120,56.25,0,79.16666666666667
234,60,-48.75,71.25,228.75,142.5,112.5,52.5,-7.5,67.91666666666667
235,52.5,18.75,60,213.75,131.25,101.25,41.25,-18.75,66.66666666666667
236,90,56.25,63.75,225,142.5,112.5,48.75,-7.5,81.25
237,105,37.5,78.75,243.75,157.5,127.5,63.75,3.75,90.83333333333333
238,78.75,37.5,75,243.75,153.75,123.75,60,-3.75,85.41666666666667
239,30,75,71.25,240,153.75,120,60,-11.25,82.08333333333333
240,-7.5,86.25,75,247.5,161.25,127.5,60,-11.25,82.08333333333333
241,26.25,97.5,78.75,255,168.75,135,63.75,-3.75,91.25
242,63.75,101.25,78.75,262.5,172.5,138.75,67.5,3.75,98.75
243,67.5,93.75,75,258.75,168.75,131.25,63.75,0,95.41666666666667
244,108.75,112.5,63.75,247.5,157.5,116.25,48.75,-11.25,93.75
245,146.25,108.75,45,232.5,138.75,101.25,37.5,-18.75,87.91666666666667
246,112.5,63.75,48.75,240,146.25,105,45,-11.25,83.33333333333333
247,90,45,67.5,258.75,165,123.75,63.75,3.75,90.83333333333333
248,90,48.75,71.25,262.5,168.75,123.75,67.5,7.5,93.33333333333333
249,112.5,33.75,78.75,277.5,176.25,135,78.75,18.75,101.25
250,131.25,18.75,97.5,296.25,195,153.75,93.75,33.75,113.33333333333333
251,101.25,41.25,108.75,307.5,206.25,168.75,105,41.25,120.0
252,60,48.75,112.5,307.5,206.25,172.5,108.75,41.25,117.5
253,67.5,52.5,112.5,311.25,210,176.25,108.75,45,120.41666666666667
254,67.5,105,97.5,303.75,198.75,161.25,93.75,30,117.5
255,60,161.25,78.75,281.25,180,142.5,75,15,110.41666666666667
256,131.25,168.75,60,266.25,161.25,123.75,60,3.75,108.33333333333333
257,187.5,127.5,67.5,273.75,165,123.75,63.75,15,113.75
258,142.5,82.5,86.25,292.5,176.25,135,75,22.5,112.5
259,90,60,105,303.75,183.75,146.25,82.5,30,111.25
260,93.75,48.75,108.75,303.75,183.75,142.5,82.5,30,110.41666666666667
261,101.25,60,112.5,303.75,176.25,138.75,78.75,26.25,110.83333333333333
262,75,60,120,303.75,180,142.5,78.75,26.25,109.58333333333333
263,48.75,71.25,120,307.5,180,146.25,78.75,22.5,108.33333333333333
264,41.25,93.75,127.5,311.25,187.5,153.75,90,30,115.0
265,30,82.5,131.25,311.25,183.75,153.75,90,41.25,113.75
266,41.25,93.75,123.75,300,172.5,142.5,82.5,37.5,110.41666666666667
267,75,93.75,116.25,288.75,161.25,131.25,71.25,26.25,107.08333333333333
268,123.75,37.5,116.25,288.75,153.75,123.75,67.5,30,104.58333333333333
269,150,0,112.5,285,146.25,116.25,67.5,30,100.83333333333333
270,150,3.75,112.5,273.75,135,108.75,60,22.5,96.25
271,142.5,45,108.75,266.25,123.75,97.5,48.75,11.25,93.75
272,120,67.5,108.75,262.5,116.25,93.75,45,7.5,91.25
273,123.75,60,123.75,270,123.75,101.25,52.5,15,96.66666666666667
274,120,86.25,112.5,255,105,82.5,37.5,-3.75,88.33333333333333
275,63.75,112.5,112.5,243.75,97.5,75,30,-11.25,80.41666666666667
276,30,108.75,123.75,251.25,101.25,82.5,33.75,-3.75,80.83333333333333
277,26.25,90,135,258.75,108.75,86.25,37.5,3.75,82.91666666666667
278,33.75,75,127.5,251.25,97.5,78.75,30,-3.75,76.66666666666667
279,56.25,71.25,116.25,232.5,78.75,56.25,11.25,-15,67.5
280,116.25,75,105,221.25,63.75,45,3.75,-18.75,67.91666666666667
281,150,56.25,101.25,210,52.5,33.75,-3.75,-22.5,64.16666666666667
282,123.75,22.5,116.25,217.5,56.25,33.75,0,-22.5,60.833333333333336
283,123.75,15,131.25,228.75,67.5,45,7.5,-15,67.08333333333333
284,135,56.25,123.75,213.75,52.5,33.75,0,-26.25,65.41666666666667
285,120,71.25,108.75,191.25,33.75,18.75,-15,-37.5,54.583333333333336
286,86.25,41.25,123.75,198.75,41.25,26.25,-7.5,-30,53.333333333333336
287,22.5,18.75,138.75,206.25,48.75,33.75,-3.75,-26.25,48.75
288,-15,41.25,131.25,195,41.25,26.25,-15,-37.5,40.833333333333336
289,-3.75,90,123.75,187.5,33.75,18.75,-22.5,-45,42.5
290,11.25,112.5,135,191.25,37.5,22.5,-22.5,-41.25,49.583333333333336
291,22.5,101.25,150,202.5,52.5,33.75,-11.25,-26.25,58.333333333333336
292,52.5,63.75,146.25,195,41.25,22.5,-15,-30,52.916666666666664
293,71.25,26.25,142.5,180,26.25,11.25,-26.25,-33.75,44.166666666666664
294,48.75,-11.25,142.5,172.5,22.5,7.5,-26.25,-37.5,35.416666666666664
295,11.25,-60,161.25,187.5,37.5,22.5,-11.25,-26.25,35.833333333333336
296,7.5,-71.25,168.75,187.5,41.25,30,-3.75,-22.5,37.5
297,3.75,-22.5,150,161.25,18.75,7.5,-22.5,-41.25,28.333333333333332
298,-52.5,-3.75,135,146.25,7.5,-3.75,-37.5,-56.25,15.0
299,-97.5,0,150,157.5,22.5,11.25,-22.5,-48.75,19.166666666666668
300,-93.75,37.5,165,165,30,26.25,-15,-41.25,30.416666666666668
301,-78.75,63.75,157.5,153.75,26.25,22.5,-22.5,-48.75,30.416666666666668
302,-63.75,52.5,157.5,153.75,30,26.25,-18.75,-45,32.5
303,-52.5,37.5,150,146.25,26.25,18.75,-22.5,-45,28.75
304,-22.5,45,123.75,120,0,-3.75,-45,-56.25,17.916666666666668
305,7.5,48.75,101.25,93.75,-26.25,-30,-67.5,-75,5.833333333333333
306,0,-3.75,105,93.75,-26.25,-30,-63.75,-75,0.0
307,-11.25,-48.75,120,105,-11.25,-11.25,-41.25,-56.25,5.0
308,-7.5,-15,112.5,97.5,-18.75,-18.75,-52.5,-67.5,3.3333333333333335
309,-7.5,45,86.25,71.25,-41.25,-41.25,-78.75,-93.75,-6.666666666666667
310,-48.75,48.75,90,67.5,-37.5,-37.5,-75,-93.75,-9.583333333333334
311,-97.5,3.75,101.25,78.75,-26.25,-22.5,-63.75,-86.25,-12.5
312,-120,-30,120,93.75,-7.5,-3.75,-45,-63.75,-6.25
313,-123.75,-56.25,131.25,105,7.5,7.5,-37.5,-56.25,-2.5
314,-101.25,-45,120,90,-7.5,-7.5,-48.75,-71.25,-7.916666666666667
315,-82.5,15,86.25,56.25,-37.5,-33.75,-75,-93.75,-18.333333333333332
316,-41.25,41.25,60,30,-63.75,-52.5,-90,-101.25,-24.166666666666668
317,-15,15,56.25,26.25,-67.5,-56.25,-86.25,-101.25,-25.416666666666668
318,-30,-7.5,56.25,26.25,-63.75,-52.5,-82.5,-105,-28.75
319,-48.75,-22.5,52.5,18.75,-71.25,-60,-90,-112.5,-37.083333333333336
320,-63.75,-26.25,56.25,18.75,-67.5,-56.25,-86.25,-105,-36.666666666666664
321,-86.25,-18.75,56.25,18.75,-67.5,-56.25,-86.25,-101.25,-37.916666666666664
322,-97.5,15,52.5,7.5,-75,-63.75,-93.75,-112.5,-40.833333333333336
323,-127.5,30,56.25,11.25,-71.25,-60,-93.75,-108.75,-40.416666666666664
324,-161.25,15,78.75,30,-48.75,-37.5,-71.25,-90,-31.666666666666668
325,-153.75,37.5,82.5,33.75,-41.25,-30,-67.5,-78.75,-24.166666666666668
326,-135,67.5,71.25,22.5,-52.5,-37.5,-75,-90,-25.416666666666668
327,-127.5,67.5,52.5,7.5,-71.25,-60,-93.75,-112.5,-37.5
328,-97.5,71.25,37.5,-3.75,-78.75,-71.25,-101.25,-112.5,-39.583333333333336
329,-71.25,30,37.5,-3.75,-78.75,-71.25,-97.5,-108.75,-40.416666666666664
330,-101.25,-41.25,60,11.25,-63.75,-56.25,-82.5,-97.5,-41.25
